text,task_1
देश  घंटा गधा मजूरी करने वाला नहीं देश को  घंटे में काम खतम करने वाला एफिशिएंट लीडर चाहिए ,1
ाष्ट्रपतिजीबंगालसंभालो     ,1
कुछ ढोंगी पार्टी के फर्जी लोग ओसामा भाई का फर्जी id बनाकर एक मैय्यत पर घटिया राजनीति कर रहे है शर्म आनी चाहिए ऐसे गलत मानसिकता वाले लोगों को ,1
सर ये बताईये   देश छोड़कर क्यों चले गए :face_with_monocle: क्योंकि लोगों का भरोसा आपपर से उठ गया है     ,1
इतिहास के पन्नो से आज ही के दिन  अप्रैल को हिटलर ने आत्महत्या की थी :smiling_face_with_smiling_eyes:क्योंकि हिटलर बेरहम था बेशर्म नही        ,1
भाजपा ने उत्तर प्रदेश में ब्राह्मणों को कुत्ता बनाकर रख दिया हैसब कुछ ठाकुरों में बाँट दियासब याद रखा जाएगा ,1
मोदी तुम इस्तीफा दो हम तुम्हारे साथ है    ,1
कोरोना के मामले  मई   मई   अप्रैल   अप्रैल   अप्रैल  ऑक्सीजन सप्लाई बढ़ाने के लिए सरकार का कदम सरकार नाइट्रोजन प्लांट्स को ऑक्सीजन प्लांट्स में बदलने पर काम कर रही है    ,1
ंगालहिंसा    ,1
good decision :clapping_hands: देश विरोधी ऐजेंडा चलाने वाली दुष्ट कांग्रेस के जाल से बाहर निकलना बहुत बड़ी समझदारी  :dim_button: और जुड़े रहना या समर्थन करना सबसे बड़ी बेबकूफी  :dim_button: हर भारतवासी का एक ही सपना कांग्रेस मुक्त हो भारत देश अपना ांग्रेसमुक्तभारत,1
जी एक बार माफी मांग लो और बात खत्म करो कह दो की मैं गलत था मुझमे शिक्षा की कमी रह गयी हम कुछ नही बोलेंगे माफ कर देंगे    ,0
या तो मां गधे के पास गईं थी या गधा मां के पास आया था तभी ये गधा पैदा हुआ कुल मिलाकर पैदाइश जानवर की है,0
सोशल मीडिया में मची हलचल के बाद बिहार की राजनीति में भी हलचल मचना शुरु हो गई rjd से मुस्लिम नेताओं ने इस्तीफा देना शुरु कर दिया है  ,1
समझ नहीं आ रहा मजदूर दिवस की बधाई दूं या किसान आंदोलन पर अफसोस जताऊं   ूरदिवस  ूरदिवस,1
वैसे तो लोग ट्वीटर पे आवाज़ बुलंद कर रहे हैं मगर एक शख्स जिसे लोग कहते हैं वो ज़मीन पर भी ओसामा शहाब के साथ खड़े मिले इस नाज़ुक हालात में ओसामा शहाब के कंधे से कंधे मिलाना उनके साथ खड़ा होना बहोत बड़ी बात है सलाम है आपकों :folded_hands_medium-dark_skin_tone:  ,1
 मरीजों से अवैध वसूली का कारोबार जोरों पर गर्भवती महिला को सीएचसी से बाहर निकाला पैसे न देने पर बिना इलाज बाहर निकाला सीएचसी की महिला स्टाफ ने मांगे थे पैसे डॉक्टर के नाम पर महिला से मांगे थे पैसे,1
ज्यादातर राज्यो के पास yrs के लोगो के vaccination के लिए वैक्सीन नही है और बीजेपी govtने  मई से  से उप्पेर के लिए वैक्सीन शुरू कर दिया ,1
बंगाल में मात्र  महीना राष्ट्रपति रूल लगवाइए और मेजर जनरल g d बक्शी जी को बंगाल का गवर्नर बना दीजिए tmc के गुंडे रोहंगिया बांग्लादेशी अपने जान की भीख मांगते नजर न आएं तो कहना   पश्चिम बंगाल    ,1
किस चीज के ठेकेदार था भाई  अगर सड़क का था तब सहिए किए है पिट कर                  ,1
सिसकियों को भला कौन सुनता यहाँ माला फूलों के अब कौन बुनता यहाँ पाँव हो जाए घायल ये सब चाहते राहों के काँटे अब कौन चुनता यहाँ ्दनाकभारत ूछताहैभारत  ्मनाक    ांसदलापताहै ,1
आपको कश्मीर में नही मिला तो वो ज्ञान की बात और जिस घोड़े की जगह कोई गधा बैठ गया तो वो कौन सी बात होगी,1
सातवीं सालगिरह पर  आंकड़े इधर सरकार अपनी वीं सालगिरह मनाने की फूहड़ कोशिश कर रही थी उधर बीते साल में अर्थव्यवस्था के सात आंकड़े उसका मुंह चिढ़ा रहे थे देखिए का यह वीडियो और समझिए देश की अर्थव्यवस्था की गाड़ी कहां खड़ी है :play_button:  ,0
बंगाल में  कहने पे ेगुंडे मारते है मैं सबके सबके सामने बोलती ही जय श्री राम अब देखते है क्या कर पाओगे ाबनर्जी ंगालहिंसा ,1
यूपी के इस जिले में व्यापारियों ने  मई तक अपनी मर्जी से लगाया लाॅकडाउन   ,1
दोपहर में सेंटर नही शाम को सब फुल जब पहले लगाना ही अपने चहेतों ओर सिफ़रिशियों को है तो इतना नाटक क्यों    ,1
humility is humanity:folded_hands: no matter what our achievements are if you’re not humble it’s all meaningless   ो     ्सीजनकलरोटीजायेगी ,1
मुंह मैं दही जम गई हैं    पर क्या  ांग्रेस     ,1
अगर सरकार पर मंदिर बनवाने से अधिक हॉस्पिटल बनवाने पर ज्यादा जोर देते तो आज ये दिन नहीं देखना पड़ता   ,1
चुनाव बाद हिंसा में मारे गए लोगों के परिजनों को दोदो लाख की आर्थिक मदद देगी ममता सरकार  ,1
जिन्हें लग रहा हो कि बंगाल में पुलिस नहीं है क्या उन्हें बता दूंहैउनका प्रयोग तब होगा जब हिन्दू पलटवार करेंगे   ,1
बिहार मे यादव से वफ़ादारी की भेंट चढ़े शहाबुद्दीन और यूपी मे आज़म ख़ान  ,1
लड़की  भाड़ में जाओ लड़का  तभी तो तुम्हारे पास आया :face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy:,1
कमीने बात करना हि क्या है काले कानुन को हटाओ खल्लास ,0
वाह रे दोगला सरदार आयुर्वेद और हिन्दू विरोधी ऐजेंडा ही जीवन का लक्ष्य है तुम्हारे जैसे निकम्मे का धिक्कार है ऐसे जीवन पर साक्षात जयचन्द हो,1
ये तो बहुत बङा हरामी आदमी निकला :confused_face::confused_face::confused_face:,0
एक नंबर के गधे हो तुम साथ साथ चाटुकार सबसे बड़े बेटा हम सबको फ्री मे लग रही है vaccine तो विपक्ष का चाटने से कुछ नही मिलेगा,0
मोदी तुम इस्तीफा दो हम तुम्हारे साथ है    ,1
पश्चिम बंगाल में टीएमसी के गुंडों द्वारा हो रही हिंसा को रोकने के लिए राष्ट्रीय अध्यक्ष माननीय श्री जी के दिशा निर्देश प्राप्त हुआ बंगाल के प्रत्येक कार्यकर्ताओं की शहादत जाया नहीं जाएगा हम इस लड़ाई निर्णायक मोड़ तक पहुंचाएंगे   ,1
ाखूनीहै   ाकीनिर्ममता ाबनर्जीहत्याएंबंदकरो ,1
:folded_hands:      ्सीजनकलरोटीजायेगी  ਿਸਾਨਮਜ਼ਦੂਰਏਕਤਾਜਿੰਦਾਬਾਦ ,1
दीदी वाह दीदी मौज कर दी तुम बड़े हैवी ड्राइवर निकले :face_with_tears_of_joy::winking_face_with_tongue::face_with_tears_of_joy:      ,1
भाड़ में जाओ,0
कौआ सावन में नाच ले तो मोर नहीं होता हर गंजा चाणक्य और दाढ़ी वाला टैगोर नहीं होता :thumbs_up:   ेंद्रमोदीग्लोबलपप्पू ेंद्रमोदीग्लोबलपप्पूहै ,0
  ुरानीपेंशनबहालकरो     ारतछोड़ो  ्मचारीकाअधिकार िजीकरणकेख़िलाफ़इंक़लाब ो    ,1
क्या वास्तव में यह एक कश्मीरी पंडित है  इसके दिमाग में गोबर भरा है ऐसा दिमाग किसी कश्मीरी का नहीं हो सकता  जज साहब पढ़ लिख कर भी मूर्ख ही गये और हाँ जज साहब  जनता मूर्ख ही है जो आप जैसे मूर्खों को जज के रुप में देखती थी और भगवान जैसा सम्मान देती थी  ,0
day dreaming of modis puppets  ेशऑक्सीजनमांगताहै  ,0
धर्म आपके कथनो से नही अपितु आपके आचरण से सार्थकता प्राप्त करता हैं  विश्व का सबसे क़द्दावर राजकीय पक्ष आज एक ाज्य सरकार विरुद्ध विवश प्रतीत हो रहा हैं   ृह मंत्री ंगालहिंसा   ारतीय जनता पार्टी  ाजधर्म ,1
दोस्तों आओ हम सब सर्वसम्मति से महान अर्थशास्त्री धुरंधर वैज्ञानिक अंतर्राष्ट्रीय किसान भयंकर सवर्णदलित मसीहा ुदित राज जी को खांग्रेस ्यक्ष एवं ानमंतली बनाएं :folded_hands: सभी ्याएं समाप्त ितराजकोअध्यक्षबनाओबे   ,1
शहाबुद्दीन साहब को कोरोना नहीं थातो अचानक मौत कैसे हुई  उन्हें aiims की जगह ddu में क्यों एडमिट किया गया जब कोरोना रिपोर्ट नेगेटिव है तो शरीर सीवान क्यों नही ले जाने दे रहे हम तदफीन के साथ न्यायिक जांच की मांग करते हैं आखिर क्या छुपा रहें है ,1
सर जी मैं गांव का लड़का हूं और बहुत मैं गंदा गंदा गाली देता हूं तो मुझे ज्यादा पैसा मिलेगा कि मुझे भी सिर्फ दो ही रुपया मिलेगा एकदम सर जी एकदम गांव वाला गाली जो दम मां बहन कि नहीं वह सब देते हैं एकदम गंदा गंदा फूहड़ एकदम वह वाला गाली जानता हूं तुम मुझे कुछ ज्यादा पैसा दिलवा देते,1
सरकार की कटपुतली बने फिरते जितने भी लोग आज देखे वो बेबसी शाहबुद्दीन के बेटे ओसामा की ,1
 परवरदिगार शाहबुद्दीन साहब को जन्नत में आला मकाम अता फरमाए आमीन :rose:,1
मोदी तुम इस्तीफा दो हम तुम्हारे साथ है    ,1
 मोदीजी न्याय करें :folded_hands: ,1
कुछ करेंगे भी या सिर्फ संख्या गिनवाएँगे जनता मार रही है आर्मी भेजिए आप लोगो को केंद्र में क्यों बैठाई है जनता पूछता है भारत आप ये आंकड़ा इसलिए बता रहे हैं कि वोट नही दिए देखो क्या हो रहा है ममता अपना बदला ले रही है इसमें नुकसान किसका हुआ भोली भाली जनता का ,1
केंद्र सब चीज तो बेचिए रहा है वैक्सीन भी कम रेट में लेकर राज्यों को क्यों नही बेच दे रहाराज्य मंहगे दाम पर वैक्सीन क्यों खरीदे या इसमे भी कोई अन्दर की बात है   ,1
उनका स्टैंड उनका मैसेज एकदम क्लियर है anti bjp वोटिंगकंफ्यूज तो bjp है जो सबका साथ सबका विकास बाला जुमला इस्तेमाल करती है    ,0
मोदी तुम इस्तीफा दो हम तुम्हारे साथ है    ,1
अब तीसरा कुत्ता आया शोभा देने:face_with_medical_mask::face_with_medical_mask:,0
मरहूम ाहबुद्दीनसाहब को दिल्ली गेट  कब्रिस्तान में सुपुर्द ए ख़ाक किया गया अल्लाह मगफिरत फरमाए जन्नत में आला से आला मकाम अता करे  ,1
गाय हिन्दू है और सूअर कटुवे:enraged_face: ,0
दर्द कहाँ तक पाला जाये युद्ध कहाँ तक टाला जाये    ,1
अच्छा किया मेरे बाप दादाऔ ने  साल तक कांग्रेस को वोट देकर मै ही गधा था जो कुछ अलग करने निकला:relieved_face::pensive_face:आज देश भुगत रहा है           ,0
बंगाल में ममता की पार्टी के गुंडों ने जीत का जश्न इस तरह से मनाया बंगाल में यह कैसा लोकतंत्र है की जीत की खुशी में दूसरों के घरों में आग लगाओ औरतों की इज्जत लूटो सरेआम गुंडागर्दी करो    ,0
क्या साबुद्दीन का rjd ने लालू जी के बदले सौदा किया आपकी क्या राय है  ,1
अरे इस मूर्ख ढोंगी की कोई सुनता भी है,0
आज जो ाहेब के साथ हुआ कल मुख्तार अंसारी अफज़ाल अंसारी अतीक अहमद आज़म ख़ान के साथ होगा समय की मांग है सब एक जुट होकर रहे आज मुसलमानों ने तेजस्वी यादव का रंग देखा और अखिलेश यादव का भी रंग देख रहे हैं आज़म ख़ान के मामले में ,1
जोश में ज़्यादा बोल गई पगली   ,1
बंगाल जैसी हिंसा अगर किसी बीजेपीशासित राज्य में हुई होती तो अब तक ये अंतर्राष्ट्रीय मुद्दा बन गया होता ,1
to  “didi o didi” बोलनेवाला दादा कहाँ गया  ादागिरि नहीं चलेगा यार  यै বাংলা है “ बगाँल” नहीं জয় বাংলা get the hell out you two fascist clown    :raising_hands_light_skin_tone::fire: ,0
वह काफिर जो अंतर काती कबीर साहेब की वाणी है जो दूसरे के प्रति अपने दिल के अंदर नफरत रखते हैं व दवेश रखते हैं वह दुष्ट व्यक्ति हैं ,1
अगर धरना देने से सब सही हो जाता तो कुरुक्षेत्र में भी श्री कृष्ण जी अर्जुन को यही सलाह देते :enraged_face::enraged_face::enraged_face:    ,1
जो ताउम्र सबको उनका हक दिलाता रहा आज वो अपने हक की दो गज जमीं ना पा सका :pensive_face: ,1
      ैलेशयादवसस्पेंड       ,1
हमने कभी नहीं सुना कि मो शाहबुद्दीन ने दलित नरसंहार किया या कभी हिन्दू मुस्लिम का दंगा कराया ,1
बंगाल की राक्षसी के गुंडों ने बुजुर्ग माँ तक को नही छोड़ा माँ तुझे सलाम:folded_hands_light_skin_tone:     ,1
tmcmp nusrat jahan के पति निखिल जैन बोला कि नुसरत किसी और से मुँह काला कर गाभिन हुई अरे इन मुल्लियों को हलाला ही पसंद है और हिन्दू अकसर तभी इन मुल्लियों से शादी नहीं करते अरे निखिल तुम कहाँ फंस गये थे इस वैश्या के साथइससे तो कोठे  ,0
ट्वीटर की औकात मेरे लिए सिर्फ  चवन्नी घोडे पे जितनी है भाड में जाओ,0
अलविदा dr   ,1
दुर्जनेषु च सर्पेषु वरं सर्पो न दुर्जनः सर्पो दंशति कालेन दुर्जनस्तु पदेपदे दुष्ट और साँप इन दोनों में साँप अच्छा है न कि दुष्ट साँप तो एक ही बार डसता है किन्तु दुष्ट तो पगपग पर डसता रहता है ुरुकुलशिक्षा शास्त्र और शस्त्र विद्या ही हिंदू की रक्षा कर सकती है  ,1
अरे डॉक्टर साहब जो जिम्मेदारी दी है वो आपसे सम्भाल नही रहीं है  ,1
दीदी बंगाल में कहती रही खेला होबे पर इसका सही मतलब शायद अब पता चला दीदी का खेला होबे का मतलब था  हिंसा होबे  मार्डर होबे  औरतों के साथ बदतमीज़ी होबे ,1
मेरे तो jk से भी बड़े बागड़बिल्ले है कमीने दोस्त है,0
अम्बानी परिवार शुक्रवार को ही देश छोड़ चुका हैकोरोना से डर कर  ,1
बेटा शुक्र मनाओ यूपी में नहीं था वरना बहुत पहले ही गाड़ी पलट गई होती ,1
जो शहाबुद्दीन के साथ हुआ वो आज़म खान के साथ नहीं होना चाहिए इसलिए आइए हम सब आवाज उठाते हैं ,1
ाष्ट्रपतिजीबंगालसंभाले  हो ही गया है  के कार्यालय तोड़े गए  पर हमला   ,1
मोदी तुम इस्तीफा दो हम तुम्हारे साथ है    ,1
गद्दार दोगला है  बिक गया है साला,0
उसने अंदर सुअर लिखा हुआ है भाई muसlमान किसने और कैसे डिकोड कर दिया इसको :expressionless_face: :loudly_crying_face::loudly_crying_face: ,0
ये भोत ा:green_apple:ीज है या फिर ुरानाचावल है सकल:old_man:िलमा:person_blond_hair:typ:money_with_wings:्लैकर:ox:typ न है हे हें है िछले:bus::China:मे ूर:person_running:ेड़:cigarette:िया:police_officer::writing_hand:हुईथी इसkखिलाफ ारीकार्यबाधा:waving_hand:की,1
कोई बात नही मोदीजी हमे आदत है  डायरेक्ट एक्शन हो  स्वतंत्रता दिवस हो  कश्मीर हो या  गोधरा या अब  बंगाल और भी लेकिन आप व्यस्थ होंगे दीदी को बधाई जो देनी है   ,1
अगर धरना देने से सब सही हो जाता तो कुरुक्षेत्र में भी श्री कृष्ण जी अर्जुन को यही सलाह देते :enraged_face::enraged_face::enraged_face:    ,1
पाखंडी ब्राह्मणो का पखंड तो देखो खुद इंसान को ऊंची जाती और नीची जाती में बाटा छुआछूत किया इंसान को इंसान नहीं समझते पर कुतिया और गए जैसे पशु इनके भगवन हैं ,0
हद है यार कौवे के बेशर्मी की ये कौवा उस कौम को गद्दार कह रहा जिसने इस देश के लिए अपना सब कुछ हमेशा से कुर्बान किया है ये कौवा जिस समुदाय से आता है उस समुदाय ने हमेशा की तरह इस बार भी  से ग्रस्त हो कर देश बर्बाद करने में कोई कसर नहीं छोड़ी है,0
महाभारत से भी बड़ा युद्ध तुम्हारा इंतजार कर रहा है हिंदुओं चाहो या ना चाहो तुम्हें लड़ना ही पड़ेगा नहीं तो  करोड़ मारे जायेंगे और  करोड़ कनवर्ट होंगे फिर पूरी दुनियां दुनियां में इस्लामिक आतंक होगा िन्दूशस्त्रउठाओआत्मरक्षामें   ,1
rw के मूर्ख आपस में ही लड़ते हैं ये क्या लड़ेंगे वाम पंथ से,1
बंगाल जाकर चुनावी रैलियों की लाइव कवरेज करने वाली मिडिया अब हिन्दुओं की हत्यालूटपाट बलात्कार के समय किस बिल में है :confused_face:    ,0
हमारे देश में कुल वैक्सीनेशन का आंकड़ा  पर पहुँचा है कृपया कर वैक्सीनेशन पर उड़ रही अफवाहों से बचे और सुनिश्चित करे की आप अवश्य जाके टीकाकरण कराये टीकाकरण जीवन बूटी के सामान है इसे अवश्य ले ,1
अलविदा शेरएबिहार… अल्लाह आपकी मग़फ़िरत फरमाए आपको जन्नतुल फिरदौस में आला मकाम अता फरमाए और अहले खाना को सब्र जमील अता फरमाए :palms_up_together:  ,1
रोहित सरदाना कोविड पॉजिटिव थे उनकी डेड बॉडी उनके शहर जाने की परमिशन दी जा सकती है मगर बिहार के पूर्व सांसद मोहम्मद शहाबुद्दीन जिनकी रिपोर्ट नेगेटिव थी उनकी डेड बॉडी ना सिवान जाने दी गई ना परिवार को दी गई क्यों  ,1
राजपूत सिर्फ चौकीदारी और शहीद होने के लिए हैंसत्ताभोग के लिए चुटिया और तराजू हैंजयहिंद,0
कोई बताएगा कि घर पर रह कर कौन सा धरना प्रदर्शन होता है   ,1
देख लीजिए मोदी जी एक बेजुबान जानवर भी जानता है की पेड़ पौधे हमारे पर्यावरण के लिए कितना जरूरी हैएक कुत्ता भी नहीं चाहता कि पेड़ कटे लेकिन शायद आप नहीं समझ सकते ्वाहाजंगलबचाओअभियान ,1
चुनाव से पहले बंगाल में किसी ने कहा था के हम बंगाल में पाकिस्तान बना देंगे ये उसी की झलक है ,1
live कोरोना वायरस के इस नए स्ट्रेन से  दिन में हो जाएगी मौत ap strain या nk ने बढ़ाई सरकार की चिंता talk with doctors    ,1
भाजपा के द्वारा  करोड़ लगा कर और चुनाव आयोग को हाई जेक करकर भी यदि भाजपा बंगाल में चुनाव हार रही हे तो ये फ़क़ीर की व्यक्तिगत हार हे   ,0
चुना लगा दिया वैक्सीन तो मिल ही नही रही ,1
 नहीं बल्कि मोदी है जिसकी कोरोना रैली से हजारों हिंदू कोरोना से मर रहे हैं ,0
मोदी तुम इस्तीफा दो हम तुम्हारे साथ है    ,1
नरेंद्रमोदीग्लोबलपप्पू   everybody to bhakts  ,0
हमारे देश में कुल वैक्सीनेशन का आंकड़ा अभी तक  पर पहुँचा है कृपया कर वैक्सीनेशन पर उड़ रही अफवाहों से बचे और सुनिश्चित करे की आप अवश्य जाके टीकाकरण कराये टीकाकरण जीवन बूटी के सामान है इसे अवश्य ले ,1
व्यवस्था धरणे पे बैठेगी  आप धरणे पे बैठोगे  और बंगाल जलता रहेगा  ,1
बिछड़ा कुछ इस अदा से कि रुत ही बदल गई एक शख़्स सारे शहर को वीरान कर गया  ,1
दोगले कभी ना कभी अपना दोगला पन दिखा ही जाता है,0
तो लड़ाई करो मेरी जान बस चुप ना रहो :smiling_face_with_open_hands:,1
so then according to your tweet i think people with hindutva ideology are ामी ,0
राहुल गांधी  के हो गए हैं फिर भी अभी युवा है और मुसलमान  करोड़ हो गए हैं फिर भी अल्पसंख्यक है  और हम सब मूर्ख हैं :angry_face: :thinking_face:,0
जानबूझकर कोई पुराना या कहीं और का वीडियो उठाओ और उसका फैक्टचेक करके साबित कर दो बंगाल से आ रही हिंसा की खबरें झूठी है ये है  गैंग की पत्रकारिता स्टाइल  ,1
भूरी काकी के झोपड़े की उपज के दिमाग मे तो सुअर की tभरी रहती है,0
ो  ोदीइस्तीफ़ादो     ਾਰਤਦੇਲਾਲਕਿਸਾਨਾਂਦੇਨਾਲ    ्सीजनकलरोटीजायेगी ,1
whole country amp even international communities are supporting farmer protest but modi bhakts think only they are whole country :face_with_tears_of_joy: िसानोपरfirमतकरो ृषिकानूनरद्दकरनेपड़ेंगे       ,1
ना हम मरने से डरते हैना हम लड़ने से डरते है   ,1
ऐसा है ना की तुम सब भाड़ में जाओ :backhand_index_pointing_right::thumbs_down:,0
मा महोदय सर मौजाहनवतखेडा पो स्टे खंडाळा अंतर्गत अवैध गावठी दारू व मटका जुगार सरास चालु असून त्यावर अंकुश आणणे अत्यंत गरजेचं आहे कृपया लक्ष घालावे,1
सीवान से कल पहला इस्तीफा अजित कुमार का आया मैं अजित कुमार युवा राजद जिला उपाध्यक्ष पद से इस्तीफा देता हूँ मुतता हूँ तुम्हारे पार्टी पर हमारे नेता मरहूम मोहम्मद शहाबुद्दीन साहब थें तुम लोग नहीं ्दारrjd   ,1
ये बंगाल की cm ममता बनर्जी नही हैये terror की आका डायन है:ogre:जो बंगाल मे tmc पार्टी के आतंकवादी जिहादीयोंसे बलात्कारखुनखराबा बंमबारी कराती है         ,0
ट्विटर अकाउंट फर्जी है ये नहीं कहा है कि उसमें जो लिखा है वो फर्जी बात है  ,1
सब बात छोड़िये इसे ट्रेंड करवाइये ,1
  ुरानीपेंशनबहालकरो     ारतछोड़ो  िजीकरणभारतछोड़ो ्मचारीकाअधिकार िजीकरणकेख़िलाफ़इंक़लाब ्वास्थ्यक्षेत्रमेबजटबढ़ाओ  ो ,1
शेरएबिहार शहाबुद्दीन साहब की मौत नहीं बल्कि हत्या हुई है ,1
 रिपीट हो चुका है लाख से ज्यादा हिन्दू लोग बंगाल छोड़कर जा चुके हैं  में मुस्लिम गृहमंत्री थापर वर्तमान गृहमंत्री तो सोते से उठना ही नही चाहता है तो क्या करें      ,1
ओबीसी नहीं सब जाती का अलग गिनती हो ताकि सभी जातियों को राजनीतिक बल मिले और ओबीसी के नाम पर मूर्ख बनाकर आप जैसे लोग घोटाला ना कर सकेओबीसी के नाम पर मुख्मंत्री खाली यादव काहे बनेगाबाकी ओबीसी जातियां सिर्फ गिनती के लिए हैं,1
कुछ करते क्यो नही अफसोस मत करो  ंगालमेंराष्ट्रपतिशासनहो ंगालमेंराष्ट्रपतिशासननहींतोवोटनही  ,1
बंगाल में सिर्फ भाजपा कार्यकर्ता नही मर रहा है देश में बंगालियों की आफत आने वाली है  ,1
हक वहीं बोलता है जो हलाल खाता है हराम खाने वाले के मुंह में ताला लग जाता है   ,1
इस लाॅकडाउन में ईएमआई कैसे भरे अपनी जिम्मेदारी से कब तक भागोगी या तो इस्तीफा दो या ईएमआई से छुटकारा या बोलदो की आत्महत्या करलो   ,0
ओह बहुत ही दुखद है मानवता शर्मशार हो गयी हे प्रभु इस इंसान को नर्क मे भी जगह मत देना जो बेजुबान जानवर को इस तरह से रौंद दिया :angry_face::angry_face::angry_face:,0
he is चुटिया,0
सैफ अली को सूपनखा का नाजायज औलाद का रोल मिलना चाहिए वैसे भी इन हlaला की पैदाईश दोगलों का कोई असली बाप तो होता नहीं इसलिए उसे नाजायज औलाद का ही रोल मिलना चाहिए :face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy:,0
 कौन से टीकाकरण की बात हो रही है अगर   तो  हैं कहाँ  वैक्सीन उपलब्ध होगी तभी तो गति बढ़ेगी अभी  को ही दूसरी डोज़ की किल्लत है और ढिंढोरा  का भी पीट दिया    ,0
हम तीन बहने है प्रेमा पूष्पा कुसुम देवीहमारा कोई भाई नहि है माँ और पिता जी  साल पहले मृत्यु हो चुकी है मेरे पिता की संपति पर शुरेश दूबे लालगंज जिला मीर्जापुरउप्रदबंग है और भावी प्रधानवसकोप ने अवैध कब्जा और कागजात है इंसाफ दो योगी जी हम बहोत प्रताणित किये जा रहे है,1
कुछ नाज़ायज़ ओलाद चाहती है कि उनकी मुफ्तखोरी के लिए देश मोदीजी और योगीजी को नकारकर भ्रस्ट नेताओं को सत्ता सौपे अब इन नालायको को कौन समझाए कि हमें उत्तर प्रदेश में बेरोजगारी भत्ता नहीं बल्कि अपराध मुक्त सुशाशन वाली सरकार चाहिए जो योगी सरकार में मुमकिन है ोगीकासततविकास :triangular_flag:,0
मैं यह कहकर जाऊँगा की साँसों ने मुझे हरा दिया किसी जम्हूरियत ने मुझे नही हराया  ,1
क्या मुस्लिमों को बीजेपी से घटबंधन नहीं कर लेना चाहिएइन सेक्युलरो से तो वोह करोड़ों दर्जे बहतर है:thinking_face: ,1
पगड़ी समाल हमारे पोरोमप्रिय अंकल श्याम के अब नए भेस में इसबर दाढ़ी के साथ पगड़ी वो       ाकीनिर्ममता ंगालहिंसा    ,1
मोदी हम लात नहीं मारना चाहते हम प्यार से कहते हैं देश के हालात बहुत गंभीर है कृपया करके इस्तीफा दे:folded_hands:  ेंद्रमोदीग्लोबलपप्पू     ,1
विदेश राज्यमंत्री वी मुरलीधरन की कार पर हमला ड्राइवर को सिर पर लगी चोट केंद्रीय मंत्री सुरक्षित नहीं है कल्पना कीजिए आम आदमी की हालत  ,1
       िसानोंकामोदीकोधोबीपटका ,1
   अंडरवर्ल्‍ड डॉन छोटा राजन की कोरोना से मौत लक्षण मिलने के बाद  दिन पहले एम्‍स में किया गया था भर्ती          ,1
इस चुटिया लड़ाई में मत पड़ो ब्राह्मणों के पास बहुत महापुरुष है क्रांतिकारी है रोज के  मिल जाएंगे उन्होंने मुगलो फिर अंग्रेजो के चाटे उनको करने दो ट्विटर की वीरता,1
अबे चुटिया तेरे को क्या बताऊं मैं भगत सिंह भगत सिंह कैसे मिल सकता है तेरे सावरकर को सावरकर तो उनके जेल के अंदर बंद था मतलब उससे उस घर के अंदर बंद था जिसके अंदर उन्होंने अंग्रेजों ने दिया था पेंशन लेने वाला भगत सिंह की बराबरी करेगा,0
वही दादा :folded_hands: अगर कोई सूअर खुद आगे आकर पूरे समाज को संदेश देकर कोरोना से बचाव केलिए आगे आता है उसका सम्मान करना पड़ेगा :smiling_face_with_smiling_eyes:,1
बंगाल में होती बर्बरता रूह कंपा देने जैसी है घरों को तोड़ना महिलाओं को मारना और उस पर सिलेक्टिव मौन संवेदनाओं के मरे होने का प्रमाण नहीं तो क्या है ,1
 ट्रिलियन की economy का सपना दिखाने वाला आपको पांच घंटे के लिए ऑक्सीजन तक नहीं दिला पा रहा है ,1
